source_text,target_text
the track with at least 5000 seats opened in the year. and the track with no more than 4000 seats opened in the year.,"track.loc[lambda x: (x['seating'] >= 4000) & (x['seating'] <= 5000), 'year_opened']"
"for tracks with seating between 4000 and 5000, what years were their openings?","track.loc[lambda x: (x['seating'] >= 4000) & (x['seating'] <= 5000), 'year_opened']"
"each track has how many races, and which name?","race.merge(track, on='track_id').groupby('name').size()"
which tracks and what races did each track have?,"race.merge(track, on='track_id').groupby('name').size()"
most races were in which track?,"pd.merge(race, track, on='track_id').groupby('track_id')['name'].agg(['count']).sort_values('count', ascending=false).iloc[:1]['name']"
which track has had the largest number of races?,"pd.merge(race, track, on='track_id').groupby('track_id')['name'].agg(['count']).sort_values('count', ascending=false).iloc[:1]['name']"
here are the names and dates for each race and its track name.,"pd.merge(race, track, on='track_id')[['name_x', 'date', 'name_y']]"
"which races, which dates, and which tracks are they?","pd.merge(race, track, on='track_id')[['name_x', 'date', 'name_y']]"
what is the name of the track with 1 race? where is it located?,"pd.merge(race, track, on='track_id').groupby(['track_id', 'name', 'location']).size().reset_index(name='count').loc[lambda x: x['count']==1, ['name', 'location']]"
how many tracks and locations had exactly 1 race?,"pd.merge(race, track, on='track_id').groupby(['track_id', 'name', 'location']).size().reset_index(name='count').loc[lambda x: x['count']==1, ['name', 'location']]"
what are some locations that both have many seats and many tracks.,"pd.merge(track.loc[lambda x: x['seating'] > 90000, 'location'].to_frame(),track.loc[lambda x: x['seating'] < 70000, 'location'].to_frame(),on='location')['location']"
"where do tracks with more than 90000 seats, and tracks with fewer than 70000 seats, both exist?","pd.merge(track.loc[lambda x: x['seating'] > 90000, 'location'].to_frame(),track.loc[lambda x: x['seating'] < 70000, 'location'].to_frame(),on='location')['location']"
how many members use the black membership card? ,(member['membership_card'] == 'black').sum()
which members live in each address?,member.groupby('address').size().reset_index(name='count')
which members' addresses are in harford or waterbury?,"member.loc[lambda x: x['address'].isin(['harford', 'waterbury']), 'name']"
"under age 30 or black membership card, the ids and names of members are.","member.loc[(member['membership_card']=='black') | (member['age']<30), ['name', 'member_id']]"
"find, in the order that they were purchased, the purchase time, age and address of each member.","member[['time_of_purchase', 'age', 'address']].sort_values('time_of_purchase')"
a member who is younger than 30 and a member who is older than 40 have which address?,"pd.merge(member.loc[lambda x: x['age']<30, 'address'], member.loc[lambda x: x['age']>40, 'address'])"
a membership card is held by both members living in hartford and ones living in waterbury address. ,"pd.merge(member.loc[lambda x: x['address']=='hartford', 'membership_card'], member.loc[lambda x: x['address']=='waterbury', 'membership_card'], how='inner')"
what members do not live in hartford?,(member['address'] != 'hartford').sum()
which address does not have any member with the black membership card?,"member.loc[~(member['membership_card'] == 'black'), 'address']"
"open from the earliest to the most recent, these are:2014,2015,2016,2017,2018",shop.sort_values('open_year')['address']
the average score and average staff number of all shops are.,"shop[['num_of_staff', 'score']].mean()"
the identifiers and address of the shops whose score is below the average score are.,"shop.loc[lambda x: x['score'] < x['score'].mean(), ['shop_id', 'address']]"
"which shops have no happy hours, and what their addresses and staff numbers are?","shop.loc[~shop['shop_id'].isin(happy_hour['shop_id']), ['address', 'num_of_staff']]"
which shops have a happy hour in may and what are the id and address of these shops?,"pd.merge(shop, happy_hour, on='shop_id').loc[lambda x: x['month']=='may', ['address', 'shop_id']]"
which shop has happy hour most frequently? list its id and number of happy hours.,happy_hour.groupby('shop_id').size().sort_values(ascending=false).iloc[[0]]
february has the most happy hours?,happy_hour['month'].value_counts().index[0]
all music genres are:,genre['name']
in which states do customers live?,"customer.loc[lambda x: x['state']=='ny', :]"
what is all the customer information for customers in the state of new york?,"customer.loc[lambda x: x['state']=='ny', :]"
"which employees do live in calgary, their first and last names","employee.loc[lambda x: x['city']=='calgary', ['firstname', 'lastname']]"
all the employees living in the city of calgary are.,"employee.loc[lambda x: x['city']=='calgary', ['firstname', 'lastname']]"
"invoices, what are the distinct billing countries?",invoice['billingcountry'].unique()
find the number of differences of billing countries for all invoices. ,invoice['billingcountry'].unique()
"which artists have ""a"" in their names?","artist.loc[artist['name'].str.contains('a', case=false), 'name']"
who have the letters 'a' in their names?,"artist.loc[artist['name'].str.contains('a', case=false), 'name']"
"the title of all the albums of the artist ""ac/dc"" is.","pd.merge(album, artist, on='artistid').loc[lambda x: x['name']=='ac/dc', 'title']"
"what titles did ""ac/dc"" have on albums?","pd.merge(album, artist, on='artistid').loc[lambda x: x['name']=='ac/dc', 'title']"
"how many albums does the artist ""metallica"" have?","pd.merge(album, artist, on='artistid').loc[lambda x: x['name']=='metallica'].shape[0]"
"how many albums by the artist ""metallica""?","pd.merge(album, artist, on='artistid').loc[lambda x: x['name']=='metallica'].shape[0]"
which artist does the album 'balls to the wall' belong to?,"pd.merge(album, artist, on='artistid').loc[lambda x: x['title']=='balls to the wall', 'name']"
"the artist who made the album ""balls to the wall"" is_______.","pd.merge(album, artist, on='artistid').loc[lambda x: x['title']=='balls to the wall', 'name']"
how many albums does each artist have?,"pd.merge(album, artist, on='artistid').groupby('name').size().idxmax()"
who has the greatest number of albums?,"pd.merge(album, artist, on='artistid').groupby('name').size().idxmax()"
"which tracks contain the word ""you""?","track.loc[lambda x: x['name'].str.contains('you'), 'name']"
which tracks contain the word you in them? ,"track.loc[lambda x: x['name'].str.contains('you'), 'name']"
what is the average price for one track ?,track['unitprice'].mean()
what is the duration of the longest track?,"track['milliseconds'].agg(['max', 'min'])"
"for the most and least tracks, the duration is.","track['milliseconds'].agg(['max', 'min'])"
how many albums contain 0 tracks?,"album.merge(track, on='albumid').groupby(['title', 'albumid']).size().reset_index(name='count')"
"which albums have they recorded, and what are their names and ids?","album.merge(track, on='albumid').groupby(['title', 'albumid']).size().reset_index(name='count')"
which is the most used genre across all tracks?,"pd.merge(genre, track, on='genreid').groupby('genreid')['name'].count().idxmax()"
which is the least common media type in all tracks?,"pd.merge(media_type, track, on='mediatypeid').groupby('mediatypeid').size().sort_values().iloc[:1].index.map(lambda x: media_type.loc[x, 'name'])"
what is a media type that is least common across all tracks?,"pd.merge(media_type, track, on='mediatypeid').groupby('mediatypeid').size().sort_values().iloc[:1].index.map(lambda x: media_type.loc[x, 'name'])"
"in which albums, do tracks have unit price bigger than 1?","track.merge(album, on='albumid').query('unitprice > 1').groupby('albumid').agg({'title': 'first', 'albumid': 'count'}).rename(columns={'albumid':'count_of_tracks'})[['title', 'count_of_tracks']].reset_index()"
which albums contain tracks with unit price greater than 1?,"track.merge(album, on='albumid').query('unitprice > 1').groupby('albumid').agg({'title': 'first', 'albumid': 'count'}).rename(columns={'albumid':'count_of_tracks'})[['title', 'count_of_tracks']].reset_index()"
how many tracks are part of the rock genre?,"pd.merge(genre, track, on='genreid').loc[lambda x: x['name']=='rock'].shape[0]"
the average unit price of tracks that belong to jazz genre is.,"pd.merge(genre, track, on='genreid').loc[lambda x: x['name']=='jazz', 'unitprice'].mean()"
the average unit price of jazz tracks are.,"pd.merge(genre, track, on='genreid').loc[lambda x: x['name']=='jazz', 'unitprice'].mean()"
"what is the full name of the customer with the email ""luisg@embraer.com.br""?","customer.loc[lambda x: x['email']=='luisg@embraer.com.br', ['firstname', 'lastname']]"
"how many customers email contains ""gmail.com""?",customer['email'].str.contains('gmail.com').sum()
"which customers have a ""gmail.com"" email?",customer['email'].str.contains('gmail.com').sum()
which employee helps the customer leonie with first name?,"employee.loc[lambda x: x['employeeid'].isin(customer.loc[lambda y: y['firstname']=='leonie', 'supportrepid']), ['firstname', 'lastname']]"
employees who help customers with the first name leonie are.,"employee.loc[lambda x: x['employeeid'].isin(customer.loc[lambda y: y['firstname']=='leonie', 'supportrepid']), ['firstname', 'lastname']]"
the employee who helps the customer with postal code 70174 lives in what city?,"pd.merge(customer.loc[lambda x: x['postalcode']=='70174'], employee, left_on='supportrepid', right_on='employeeid')['city']"
how many employees who are in zip code 70174 help customers?,"pd.merge(customer.loc[lambda x: x['postalcode']=='70174'], employee, left_on='supportrepid', right_on='employeeid')['city']"
